PIs,POs,AND_Gates_Before,Levels_Before,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,ND,Edge,Area,Delay,Levels_After,Power
177,128,1169,14,drf,resub -z,choice,strash,balance,rwsat,resyn,drw,compress,choice2,strash,choice,strash,resyn2,resyn,resyn3,resub,rwsat,choice,strash,601,1549,601.0,8.0,8,674.59
45,45,1577,14,refactor,choice,strash,balance,compress2,choice2,strash,resyn3,choice2,strash,drw,balance,resub,resyn,rwsat,share,resyn3,choice,strash,rewrite,704,2090,704.0,8.0,8,543.64
45,45,1577,14,dc2,dc2,refactor -z,dc2,compress,compress,share,balance,drwsat2,resub,choice,strash,drf,resub -z,compress,compress,choice,strash,rewrite,share,660,1977,660.0,8.0,8,542.79
135,125,613,8,refactor -z,rewrite,share,dc2,refactor -z,rwsat,resyn,drw,refactor -z,drwsat2,dc2,balance,rwsat,drw,drw,resub -z,resyn2,drw,drwsat2,compress,334,854,334.0,5.0,5,440.85
177,128,1169,14,resyn,compress2,resyn2a,rewrite,compress,dc2,dc2,choice,strash,drwsat2,compress,resub -z,balance,dc2,refactor,dc2,balance,share,resub -z,share,551,1488,551.0,8.0,8,632.79
164,132,930,11,dc2,drw,compress2,compress2,resub -z,compress2,rewrite,refactor -z,drwsat2,compress2,rewrite -z,resub,resyn3,drw,resub,balance,drwsat2,refactor,resub -z,resyn2,442,1136,442.0,7.0,7,558.96
207,107,2198,30,refactor -z,rwsat,refactor,drwsat2,rewrite,rwsat,resyn2a,choice2,strash,choice2,strash,drwsat2,resub,dc2,rwsat,dc2,drwsat2,resub -z,dc2,drf,831,1866,831.0,20.0,20,956.26
177,128,1169,14,resyn2,resyn2a,drf,rewrite -z,drwsat2,refactor,drf,drwsat2,rewrite,rwsat,compress,choice2,strash,compress,resyn2a,drw,resub,compress2,choice,strash,601,1540,601.0,8.0,8,675.19
135,125,613,8,rewrite -z,resyn2,choice2,strash,balance,compress,compress,resyn3,rewrite -z,rwsat,resub,choice2,strash,compress2,rewrite -z,resub -z,rwsat,resyn2a,dc2,refactor,304,805,304.0,6.0,6,437.49
177,128,1169,14,resub -z,resyn2a,share,resyn,rwsat,drf,resyn2,resyn3,drw,resyn,rewrite,drw,share,rewrite -z,refactor,resyn2,drf,refactor -z,resyn2,share,537,1448,537.0,7.0,7,614.96
177,128,1169,14,drwsat2,share,resyn,share,choice,strash,resyn2,resyn2,rewrite,resyn2,refactor,balance,share,balance,compress,drf,resub -z,drwsat2,share,refactor,538,1463,538.0,8.0,8,623.15
512,130,2865,287,rewrite -z,drwsat2,compress,compress,drf,compress2,drw,refactor,compress2,resyn,resyn,refactor,resyn2,resyn3,resyn2a,resyn,drwsat2,compress2,resub -z,resyn3,2142,4773,2142.0,96.0,96,2429.7
135,125,613,8,drwsat2,resub,choice2,strash,resyn,resyn,resyn2,compress,balance,compress,balance,choice2,strash,resub -z,refactor,rewrite -z,dc2,refactor,balance,drf,348,861,348.0,5.0,5,462.71
45,45,1577,14,resyn2,share,resyn2,rewrite,rwsat,refactor,resub -z,rewrite,resyn2a,drwsat2,drwsat2,share,choice2,strash,drw,resyn,resyn,resyn2a,rewrite -z,rwsat,654,1970,654.0,8.0,8,525.71
207,107,2198,30,resyn,compress,choice2,strash,rewrite,drf,refactor,dc2,share,resub -z,resyn2,drw,rwsat,resyn2,resyn3,choice,strash,resub -z,resyn,drwsat2,821,1833,821.0,22.0,22,944.04
24,25,5416,225,choice,strash,resyn2a,resub -z,resub,rwsat,compress2,refactor -z,compress2,resyn3,choice2,strash,balance,resyn2,drw,resub -z,drf,resyn2,rwsat,resyn,3396,9161,3396.0,78.0,78,3437.7
164,132,930,11,balance,resub -z,choice2,strash,compress2,choice,strash,resub,rwsat,resub,compress2,resyn2a,compress2,drf,refactor -z,resyn2a,resub,rewrite -z,resyn,compress2,479,1227,479.0,5.0,5,597.55
26,11,1592,31,dc2,rwsat,refactor,rewrite,drwsat2,choice2,strash,resyn3,resyn2a,resyn2,share,compress,rewrite,choice2,strash,resyn,drf,resyn2,resyn2a,refactor,514,1413,514.0,9.0,9,631.26
207,107,2198,30,resyn,resyn,drw,refactor -z,resyn,refactor,choice2,strash,resyn2,compress2,resub -z,choice2,strash,resub -z,drw,resyn2a,resyn2a,resyn3,resyn2,share,834,1823,834.0,23.0,23,939.07
26,11,1592,31,resyn2a,drf,balance,resub -z,compress,choice,strash,resyn3,choice,strash,refactor,drf,compress2,resub -z,resub -z,rewrite -z,resub,resyn2,rewrite -z,compress2,540,1502,540.0,10.0,10,696.46
177,128,1169,14,choice2,strash,rewrite,resyn2a,resyn3,compress,drwsat2,dc2,resub,resyn,dc2,dc2,refactor -z,resyn3,refactor -z,choice2,strash,refactor,drw,balance,543,1413,543.0,8.0,8,628.3
24,25,5416,225,drf,dc2,resyn3,refactor -z,share,drw,rewrite -z,resyn3,refactor,compress,resub,refactor,resub,rewrite -z,share,rewrite -z,drw,resub,share,share,3519,9279,3519.0,77.0,77,3520.4
135,125,613,8,rwsat,rewrite,dc2,drw,rewrite,drwsat2,resyn3,rwsat,resyn2a,rewrite -z,choice2,strash,dc2,resyn3,drf,refactor -z,choice2,strash,resyn2a,rewrite,329,846,329.0,5.0,5,454.56
207,107,2198,30,choice,strash,resyn2a,rwsat,rewrite -z,refactor,resyn2a,dc2,drf,rewrite,refactor -z,compress,rewrite,drf,share,dc2,refactor -z,rewrite -z,resyn2,resyn2a,832,1843,832.0,23.0,23,950.76
177,128,1169,14,choice,strash,drw,resyn2,resyn2,balance,choice2,strash,dc2,compress,rwsat,balance,resyn2a,resyn2a,resyn,drf,drf,resub,drwsat2,rewrite,607,1526,607.0,8.0,8,665.46
32,32,2337,120,choice2,strash,balance,rewrite -z,compress,choice2,strash,resyn,compress,drwsat2,compress,refactor -z,resyn3,rewrite,compress,resub -z,resyn2,balance,share,resyn2,2334,5561,2334.0,50.0,50,2581.73
177,128,1169,14,share,resyn2a,drwsat2,refactor,share,resub,drw,resyn3,resyn,resyn2a,resyn2a,refactor -z,resub -z,resyn2,resyn3,dc2,compress2,balance,dc2,compress,537,1409,537.0,8.0,8,594.92
164,132,930,11,choice,strash,drw,resyn3,rewrite -z,resyn3,resyn3,drwsat2,rewrite,drf,resyn2,compress,balance,choice,strash,resyn2,choice,strash,resyn,resub,460,1195,460.0,6.0,6,584.16
45,45,1577,14,compress,drwsat2,choice,strash,compress2,dc2,refactor -z,drw,rewrite,resub -z,resub -z,resyn2a,balance,choice,strash,refactor -z,drw,rewrite,drf,drw,716,2159,716.0,8.0,8,578.37
24,25,5416,225,share,rwsat,drf,rewrite -z,resyn,dc2,resyn2a,rwsat,rewrite -z,rewrite -z,dc2,choice,strash,drf,rewrite -z,resyn2,drwsat2,refactor -z,resyn3,resyn,3373,8899,3373.0,77.0,77,3282.85
45,45,1577,14,choice,strash,drwsat2,choice2,strash,refactor,rewrite -z,compress,compress,balance,rewrite,rwsat,resyn2a,rewrite,rwsat,refactor -z,share,dc2,compress,dc2,647,1981,647.0,8.0,8,530.87
207,107,2198,30,dc2,resub -z,compress,balance,drwsat2,dc2,drw,compress2,compress,compress,compress2,resyn,drwsat2,drf,choice,strash,refactor,balance,resyn3,rwsat,836,1874,836.0,23.0,23,961.84
24,25,5416,225,refactor,drw,drf,refactor,choice2,strash,refactor -z,resyn2a,drf,compress2,rewrite,rewrite -z,rwsat,resub,drf,compress,refactor -z,drw,rwsat,resyn,3358,8934,3358.0,81.0,81,3354.57
24,25,5416,225,drf,choice,strash,rewrite,share,resyn3,resyn2a,resyn3,resyn2a,drwsat2,drwsat2,choice2,strash,refactor,resyn,balance,rewrite -z,compress,rewrite,refactor -z,3289,8768,3289.0,82.0,82,3237.85
207,107,2198,30,drf,drw,drwsat2,choice2,strash,drf,dc2,choice,strash,refactor,refactor -z,resub,resub -z,refactor -z,resyn2,resyn2a,resyn2,resub,compress,resyn2a,853,1905,853.0,20.0,20,972.59
135,125,613,8,resyn3,resub -z,choice2,strash,choice,strash,drw,compress,resyn2,refactor,drwsat2,share,resub,choice,strash,resyn2a,resyn3,resyn3,choice2,strash,351,869,351.0,5.0,5,449.49
512,130,2865,287,balance,refactor,drwsat2,resub,drw,refactor -z,drwsat2,drw,balance,resyn,refactor -z,rewrite,rewrite,compress,drf,drw,refactor,compress,compress2,rwsat,2156,4760,2156.0,91.0,91,2417.17
512,130,2865,287,dc2,resub,resyn2a,resyn2,resyn3,drw,resyn,drf,drw,resub -z,drwsat2,rewrite,refactor -z,drf,resub -z,rwsat,resyn2a,drf,resyn2,rewrite -z,1909,4420,1909.0,81.0,81,2257.33
32,32,2337,120,refactor,share,resyn2a,resyn2,choice2,strash,rewrite -z,rewrite,choice2,strash,refactor -z,resyn2,balance,compress,resub -z,compress,resyn2a,refactor -z,rwsat,rewrite,1431,2942,1431.0,45.0,45,1419.32
45,45,1577,14,resyn3,refactor -z,rwsat,resub,compress,drw,resub -z,drf,compress2,resub,drwsat2,drw,rewrite,compress,balance,resyn2a,resub -z,balance,dc2,resub,721,2185,721.0,8.0,8,574.06
177,128,1169,14,drw,resyn2,resyn3,balance,balance,resyn2a,refactor -z,share,resyn3,resyn2a,rewrite,resyn3,resyn,dc2,compress,drwsat2,drwsat2,refactor -z,rewrite,rewrite -z,543,1491,543.0,9.0,9,623.01
164,132,930,11,resub,compress2,resyn3,resyn2,resyn2,refactor -z,balance,drw,rewrite -z,choice,strash,resub,drwsat2,balance,choice,strash,drw,resyn2a,compress,compress2,459,1193,459.0,6.0,6,582.23
164,132,930,11,refactor,resub -z,refactor,choice,strash,compress2,resyn3,resub,refactor,resyn2a,resub -z,drwsat2,choice2,strash,refactor -z,refactor,rewrite -z,resyn2a,resyn,refactor -z,409,1087,409.0,6.0,6,540.54
24,25,5416,225,balance,resyn2a,resyn3,rwsat,resyn2a,resub,rewrite,balance,resub,compress,compress,drf,choice2,strash,drwsat2,balance,choice,strash,rewrite -z,rwsat,3389,9099,3389.0,81.0,81,3407.45
135,125,613,8,rewrite -z,drf,rwsat,drf,balance,resub -z,compress,compress2,choice2,strash,rewrite,resyn3,balance,drwsat2,choice2,strash,resub -z,choice,strash,refactor -z,270,722,270.0,5.0,5,396.84
207,107,2198,30,compress2,refactor,drwsat2,drwsat2,dc2,balance,rewrite,resyn2,drf,rewrite -z,compress,compress,balance,resyn2,dc2,resyn,rwsat,resyn2a,choice2,strash,876,1943,876.0,24.0,24,992.53
135,125,613,8,compress,refactor -z,choice,strash,drf,drwsat2,choice2,strash,rewrite,resub,drw,drwsat2,choice,strash,share,compress,resyn2,drw,resub,rwsat,349,869,349.0,4.0,4,451.58
135,125,613,8,share,drf,rewrite,resyn2,rewrite,refactor,rewrite -z,rewrite,compress2,resyn2a,rewrite -z,resyn,compress,resyn2a,resyn2,drwsat2,resyn,balance,rewrite,resyn,328,848,328.0,4.0,4,440.59
135,125,613,8,choice2,strash,resub -z,rwsat,compress,rwsat,rewrite -z,drw,choice,strash,resub,refactor -z,choice2,strash,compress,resyn,rewrite -z,resub,choice,strash,340,866,340.0,5.0,5,465.48
24,25,5416,225,resyn2a,refactor -z,resyn2,resub -z,balance,resyn2,balance,share,drw,choice2,strash,resyn3,refactor,drwsat2,resyn,share,share,rwsat,resyn3,resyn3,3453,9148,3453.0,78.0,78,3450.6
207,107,2198,30,drwsat2,drf,resub -z,rewrite -z,drf,share,resyn,compress,refactor,drwsat2,rewrite -z,drw,drwsat2,choice,strash,rewrite,drf,balance,resub,rwsat,836,1865,836.0,22.0,22,958.84
164,132,930,11,balance,drw,refactor -z,rewrite,resub -z,resub -z,rewrite,drf,compress,resub -z,choice,strash,refactor -z,choice,strash,resub,resyn3,resyn,compress2,resyn2,468,1196,468.0,6.0,6,583.38
45,45,1577,14,choice2,strash,compress,resyn2,choice2,strash,refactor -z,drf,choice,strash,resyn2,drw,dc2,resyn,rewrite,rewrite,drf,drw,compress,refactor,706,2139,706.0,8.0,8,580.87
24,25,5416,225,compress2,resyn3,resyn2,drf,resyn3,resub -z,refactor,balance,rewrite -z,resyn,share,compress,refactor,resyn,rewrite,resyn,resyn2,resyn,choice2,strash,3442,9253,3442.0,78.0,78,3482.28
45,45,1577,14,resyn3,rewrite -z,drwsat2,choice,strash,rewrite,compress2,rewrite,refactor -z,rwsat,compress,compress2,refactor,balance,drf,dc2,share,refactor,choice,strash,702,2090,702.0,8.0,8,564.76
45,45,1577,14,resub -z,drwsat2,resyn2,compress2,refactor -z,resub,balance,rewrite -z,resub -z,rewrite -z,choice,strash,resub,refactor,resub -z,choice,strash,resyn3,drw,resyn2,717,2193,717.0,8.0,8,580.68
512,130,2865,287,choice,strash,resub -z,compress2,drf,refactor,rewrite -z,compress,resub,drwsat2,rwsat,resyn2,choice2,strash,refactor,resyn2a,drf,refactor,balance,drf,2101,4697,2101.0,88.0,88,2392.13
24,25,5416,225,balance,refactor,choice2,strash,choice2,strash,resyn2a,choice2,strash,resub -z,resyn3,drf,rewrite -z,compress,compress2,compress2,drf,balance,balance,resyn2,3346,8920,3346.0,79.0,79,3316.6
24,25,5416,225,resub,rewrite -z,rwsat,resub -z,drf,refactor,resub -z,refactor,compress2,rwsat,drf,drwsat2,choice,strash,resub,compress,resyn3,resub,share,refactor,3494,9276,3494.0,81.0,81,3475.45
135,125,613,8,compress,resub,drwsat2,resyn3,compress2,refactor,refactor,resyn2,drwsat2,choice,strash,drw,rewrite -z,choice2,strash,choice2,strash,choice,strash,resub,343,866,343.0,4.0,4,466.72
24,25,5416,225,resyn2,balance,resyn2,compress,choice,strash,compress2,refactor,resub -z,resub,resub -z,choice2,strash,compress,refactor,resyn3,refactor,drwsat2,dc2,drwsat2,3599,9606,3599.0,76.0,76,3601.07
177,128,1169,14,resyn2a,drw,resyn,resyn3,dc2,refactor -z,resyn2,choice2,strash,share,compress,drf,refactor,resyn,choice2,strash,drwsat2,resyn2,share,resyn3,546,1490,546.0,8.0,8,635.17
32,32,2337,120,drf,compress,rewrite,compress2,balance,compress,drf,dc2,drwsat2,resub,rwsat,drf,choice2,strash,resyn2a,dc2,resyn2a,choice2,strash,compress,1478,3069,1478.0,45.0,45,1461.25
24,25,5416,225,compress,drwsat2,resyn2a,share,compress2,compress2,choice,strash,choice2,strash,choice2,strash,resyn3,compress2,rewrite,resyn3,refactor,compress,compress,dc2,3428,9023,3428.0,79.0,79,3351.71
26,11,1592,31,resyn2a,resyn2a,resyn2a,drw,rewrite -z,rwsat,resyn2,share,refactor,rewrite -z,drf,dc2,rwsat,balance,resyn,resyn3,compress2,resub -z,refactor,share,531,1463,531.0,8.0,8,635.03
207,107,2198,30,share,dc2,refactor,balance,dc2,resyn,refactor -z,refactor,choice,strash,balance,share,balance,refactor,choice,strash,resub -z,compress,dc2,drw,815,1801,815.0,24.0,24,931.33
177,128,1169,14,balance,resyn2,refactor -z,balance,balance,resyn2,dc2,drf,compress2,drwsat2,resyn,resyn,rewrite -z,refactor,share,share,rwsat,resyn,resyn3,share,551,1501,551.0,8.0,8,633.78
45,45,1577,14,balance,resyn2,drw,drf,refactor -z,compress,compress,share,resub -z,share,drf,balance,choice,strash,resyn2a,drwsat2,drwsat2,resyn2a,dc2,rewrite,679,2030,679.0,8.0,8,557.63
512,130,2865,287,choice2,strash,drwsat2,rewrite -z,drw,rwsat,compress2,refactor -z,resub,dc2,resyn2,drwsat2,resyn2,drwsat2,resyn2a,balance,refactor,resyn,compress2,drw,2112,4715,2112.0,84.0,84,2402.41
135,125,613,8,choice2,strash,drf,rewrite,dc2,resub,compress2,rewrite -z,drwsat2,resyn2,resub,drf,compress2,choice2,strash,rewrite,resyn3,share,choice2,strash,347,873,347.0,5.0,5,450.38
135,125,613,8,resub,resyn,rewrite,rewrite,choice,strash,drf,resyn,resyn,balance,drwsat2,resyn3,refactor,refactor -z,resyn,rewrite,share,resub -z,choice2,strash,335,846,335.0,4.0,4,436.52
177,128,1169,14,resyn3,compress2,resub,resyn2,refactor -z,drwsat2,resyn2,resyn2,choice2,strash,resub,rewrite,balance,rewrite,compress,drw,rewrite -z,rewrite,refactor -z,resub -z,599,1520,599.0,8.0,8,674.78
32,32,2337,120,resyn2a,refactor -z,drwsat2,refactor,resub,share,drw,resub,compress2,drf,rewrite,drf,rwsat,choice,strash,choice2,strash,rewrite,rewrite,resyn,2128,4992,2128.0,48.0,48,2282.7
512,130,2865,287,resyn,choice,strash,balance,drwsat2,resyn2a,resyn,drf,drwsat2,resyn3,resyn3,choice2,strash,refactor -z,resyn3,resub,drwsat2,resub,resyn2a,drf,2138,4750,2138.0,89.0,89,2416.51
26,11,1592,31,rewrite -z,share,rewrite -z,rewrite -z,resyn3,choice2,strash,choice2,strash,drf,resyn,rwsat,resub,dc2,drwsat2,resyn2a,drwsat2,choice,strash,compress2,575,1594,575.0,9.0,9,688.4
164,132,930,11,resub,resyn2,rewrite,share,resyn3,choice,strash,drwsat2,refactor -z,compress,resyn3,refactor,resub,rwsat,share,drf,share,resyn3,resyn2,refactor -z,395,1078,395.0,7.0,7,491.34
135,125,613,8,dc2,resyn,choice,strash,resub -z,drf,rewrite,resyn3,refactor -z,rewrite,choice2,strash,compress2,drwsat2,resub -z,rewrite -z,refactor,choice2,strash,drf,326,837,326.0,5.0,5,451.41
177,128,1169,14,dc2,choice,strash,resyn2a,compress,dc2,drwsat2,compress2,rewrite -z,resyn3,rwsat,resub -z,rwsat,compress,resyn,drwsat2,refactor -z,refactor -z,share,resyn3,541,1442,541.0,8.0,8,609.75
207,107,2198,30,resub,drf,rewrite,drw,rewrite -z,refactor -z,rewrite,refactor -z,compress2,resyn3,resyn,resyn2,drw,choice,strash,choice2,strash,rewrite -z,refactor,share,799,1777,799.0,27.0,27,921.22
32,32,2337,120,compress2,drf,choice,strash,resyn2a,compress,refactor,drwsat2,drf,drw,drwsat2,drwsat2,resyn,refactor -z,resyn2a,refactor,compress,rewrite,refactor,refactor,1477,3062,1477.0,45.0,45,1455.5
26,11,1592,31,compress,resub,drw,dc2,resyn2a,refactor -z,balance,refactor,balance,resub -z,resub -z,refactor -z,resyn,drwsat2,rwsat,drw,compress,resyn2a,share,compress2,527,1470,527.0,10.0,10,657.58
177,128,1169,14,drw,resyn2,resyn,drf,refactor -z,resyn2a,resub,choice,strash,resyn,rewrite -z,refactor,share,rewrite -z,resub -z,dc2,choice2,strash,compress,resyn,528,1408,528.0,8.0,8,600.9
164,132,930,11,share,resyn,refactor,resyn2,share,dc2,refactor -z,compress2,resub -z,resyn2a,rwsat,resub,refactor,resyn,choice,strash,rwsat,refactor,choice2,strash,413,1104,413.0,6.0,6,500.52
45,45,1577,14,rewrite,resyn2a,refactor,choice,strash,refactor,resub,resub -z,drwsat2,resyn2,balance,choice,strash,resub -z,resyn2,compress,rewrite,resub -z,rwsat,dc2,731,2232,731.0,8.0,8,594.25
512,130,2865,287,resub -z,resyn2a,compress,resyn2a,resyn2,resyn,resyn2a,compress,resyn2a,balance,resub,resub -z,choice2,strash,resyn2,choice,strash,compress,dc2,resyn2,2030,4572,2030.0,83.0,83,2321.32
26,11,1592,31,rewrite,resub,resyn,resub -z,compress,drf,drwsat2,compress,choice2,strash,balance,resyn,choice2,strash,resyn2a,share,compress,resub,choice2,strash,566,1576,566.0,9.0,9,698.12
164,132,930,11,resyn,resub,choice,strash,compress,rewrite -z,rewrite -z,rwsat,rewrite -z,rewrite,refactor -z,balance,rewrite -z,drw,resub -z,rewrite -z,drf,resyn,resyn2a,drwsat2,489,1245,489.0,6.0,6,603.94
45,45,1577,14,resyn2,drf,dc2,refactor,refactor -z,rwsat,rewrite,drwsat2,balance,resyn,drf,rewrite -z,rewrite,resyn2,resyn3,refactor,resyn3,rwsat,share,resub -z,711,2127,711.0,8.0,8,553.45
512,130,2865,287,compress,compress,resyn2a,drwsat2,compress,choice,strash,compress,choice,strash,drw,resub,refactor,resyn2,balance,rwsat,resub,dc2,drw,rewrite,2012,4581,2012.0,107.0,107,2322.47
135,125,613,8,resub -z,rewrite -z,rwsat,balance,drw,rewrite,dc2,compress2,dc2,compress2,choice,strash,compress,resub,resyn2,rewrite,compress2,refactor,choice2,strash,327,848,327.0,4.0,4,457.24
135,125,613,8,refactor,resyn2,compress2,dc2,drwsat2,balance,resyn,balance,refactor,balance,rwsat,rewrite -z,rwsat,resub,refactor -z,choice,strash,share,resub -z,drf,320,829,320.0,4.0,4,425.89
135,125,613,8,drf,resyn2a,resyn,resyn2a,drf,resyn,resub -z,drw,choice2,strash,resub,resub,choice2,strash,drf,rwsat,refactor -z,refactor -z,rewrite,refactor,272,727,272.0,4.0,4,399.58
24,25,5416,225,choice2,strash,resyn3,rwsat,choice,strash,compress2,balance,drwsat2,choice2,strash,balance,choice2,strash,balance,share,rewrite -z,resyn3,drf,resyn,3416,9042,3416.0,81.0,81,3371.3
207,107,2198,30,compress,choice2,strash,drwsat2,drwsat2,choice2,strash,drwsat2,refactor -z,drwsat2,choice,strash,rewrite -z,choice,strash,rewrite,resyn,resyn2,compress2,drw,844,1878,844.0,24.0,24,964.29
207,107,2198,30,balance,resub,choice,strash,rewrite,compress,drwsat2,choice2,strash,dc2,rewrite -z,resyn,rwsat,dc2,choice2,strash,resyn2a,resyn2,refactor,rewrite,845,1882,845.0,23.0,23,962.81
512,130,2865,287,compress2,rewrite -z,share,resub -z,rewrite,drwsat2,resub,rewrite -z,choice,strash,choice,strash,share,drwsat2,refactor -z,resub,rewrite,drw,dc2,balance,1910,4342,1910.0,97.0,97,2220.98
177,128,1169,14,resub -z,compress,drf,rewrite -z,drw,refactor -z,resyn3,rewrite,refactor,balance,drf,compress,resub -z,rwsat,resub,resyn3,resyn2a,resyn2a,choice2,strash,584,1527,584.0,8.0,8,668.43
135,125,613,8,rewrite -z,choice2,strash,compress2,compress,drf,choice,strash,rewrite,choice2,strash,refactor,rewrite,choice,strash,dc2,rwsat,resub -z,resyn2,drf,333,853,333.0,5.0,5,457.87
26,11,1592,31,share,resub,dc2,choice,strash,rewrite -z,rewrite -z,compress2,balance,share,rwsat,drf,choice,strash,refactor,dc2,refactor,choice2,strash,compress,559,1564,559.0,9.0,9,658.19
45,45,1577,14,balance,choice2,strash,choice,strash,refactor -z,resyn2,refactor,choice2,strash,resyn2,resyn2,drf,drf,rewrite -z,drwsat2,drwsat2,compress2,choice,strash,755,2308,755.0,7.0,7,618.04
207,107,2198,30,rewrite -z,rewrite,compress,choice2,strash,choice2,strash,compress2,resub -z,rewrite -z,share,resyn3,balance,compress,refactor -z,choice2,strash,rewrite -z,balance,compress2,817,1828,817.0,24.0,24,942.59
135,125,613,8,resub,drwsat2,compress2,resub -z,choice2,strash,refactor,refactor -z,balance,resyn2,resub -z,dc2,resyn2,drwsat2,refactor,resub -z,resyn2a,resyn2a,dc2,resyn2,345,858,345.0,5.0,5,460.38
26,11,1592,31,compress,drwsat2,choice2,strash,dc2,resyn2,resub -z,rwsat,choice,strash,refactor,drw,resub -z,refactor -z,refactor -z,resub,rewrite,resub,drf,drw,557,1528,557.0,10.0,10,697.99
164,132,930,11,drf,drwsat2,choice2,strash,rwsat,choice2,strash,resub -z,drwsat2,resyn,choice,strash,rwsat,choice,strash,resub,refactor,resyn,choice,strash,489,1234,489.0,6.0,6,601.01
512,130,2865,287,choice2,strash,resub,resub,drwsat2,resyn,compress,resyn2a,resyn,rwsat,compress2,resyn,resyn3,drw,refactor -z,choice2,strash,choice2,strash,share,1848,4286,1848.0,117.0,117,2186.36
135,125,613,8,rewrite,dc2,resub,rewrite -z,share,balance,resyn3,resub -z,dc2,resyn,resyn2a,rewrite -z,resyn2a,compress,resyn2a,rwsat,choice2,strash,compress,share,331,852,331.0,4.0,4,439.87
45,45,1577,14,choice,strash,rewrite -z,dc2,compress,rewrite -z,resyn2a,refactor -z,resyn,compress,resyn2a,refactor -z,dc2,balance,balance,refactor -z,compress2,drwsat2,resub,resyn,679,2057,679.0,8.0,8,536.94
32,32,2337,120,choice,strash,resyn2a,resyn,dc2,refactor,share,resub,rewrite,refactor,resub,drw,choice2,strash,resyn2a,choice,strash,compress,resub -z,balance,2009,4755,2009.0,46.0,46,2195.24
135,125,613,8,rewrite -z,resyn,resub,compress2,balance,share,rewrite,refactor -z,refactor,rewrite -z,rewrite,resyn2,resyn,choice,strash,choice2,strash,resyn,dc2,rewrite -z,338,876,338.0,4.0,4,451.22
